1.173576354980468750e+00	-6.541166305541992188e-01	9.467051178216934204e-02	4.157015681266784668e-01	-1.030318498611450195e+00	-3.937020897865295410e-01	-7.701754570007324219e-02	5.121442675590515137e-01	5.088481307029724121e-02	3.076921030879020691e-02	-2.838281095027923584e-01	5.667238235473632812e-01	-1.048299372196197510e-01	1.339929848909378052e-01	3.901807963848114014e-01	-7.439218163490295410e-01
5.568686723709106445e-01	6.026957184076309204e-03	4.678997695446014404e-01	6.194905564188957214e-02	-2.557190954685211182e-01	-4.345392882823944092e-01	-1.171128302812576294e-01	5.962274074554443359e-01	3.502830862998962402e-01	-4.263391196727752686e-01	2.141376137733459473e-01	2.872536778450012207e-01	-1.801596581935882568e-01	5.852287411689758301e-01	1.494034826755523682e-01	-4.254348576068878174e-01
1.491210937500000000e+00	-8.118078112602233887e-04	-6.487118080258369446e-03	1.554454863071441650e-01	-2.165408372879028320e+00	-3.031798601150512695e-01	-2.777495235204696655e-02	1.174794077873229980e+00	7.250105142593383789e-01	-1.200488060712814331e-01	-3.859967589378356934e-01	9.848378300666809082e-01	-3.854278922080993652e-01	8.733270689845085144e-03	1.454866230487823486e-01	-4.859718084335327148e-01
-7.109233736991882324e-01	9.273955821990966797e-01	5.176135301589965820e-01	2.775557339191436768e-01	2.015232890844345093e-01	-2.663604617118835449e-01	-4.788827896118164062e-01	-8.887204527854919434e-02	6.094617843627929688e-01	-5.968221426010131836e-01	8.607249855995178223e-01	1.845100671052932739e-01	-4.852945506572723389e-01	4.693068265914916992e-01	1.058895438909530640e-01	-1.666510552167892456e-01
-1.385236233472824097e-01	1.044285893440246582e+00	2.612729072570800781e-01	4.825884997844696045e-01	-1.086477756500244141e+00	-2.167611569166183472e-01	-3.808127641677856445e-01	6.783577203750610352e-01	9.526839852333068848e-01	-5.894872546195983887e-01	7.013994455337524414e-01	7.832453250885009766e-01	-7.120476365089416504e-01	3.562889397144317627e-01	2.850477695465087891e-01	-3.434399068355560303e-01
-1.292511969804763794e-01	9.192662835121154785e-01	6.161307096481323242e-01	3.498309254646301270e-01	-7.787092924118041992e-01	-4.578965306282043457e-01	-5.473345518112182617e-01	6.776281595230102539e-01	8.945623636245727539e-01	-8.612733483314514160e-01	8.462322354316711426e-01	7.120330929756164551e-01	-6.539107561111450195e-01	6.310864090919494629e-01	2.210249900817871094e-01	-5.152772665023803711e-01
-1.039038151502609253e-01	4.295446276664733887e-01	4.412983655929565430e-01	1.062457442283630371e+00	-6.706102490425109863e-01	-7.180973291397094727e-01	-6.363170146942138672e-01	-8.882850408554077148e-02	4.238401353359222412e-01	-6.079675555229187012e-01	9.451013207435607910e-01	6.780489683151245117e-01	-6.327968835830688477e-01	3.217331767082214355e-01	9.471364617347717285e-01	-8.053209185600280762e-01
-4.555480480194091797e-01	8.492363691329956055e-01	3.902038633823394775e-01	5.777307152748107910e-01	-6.013596653938293457e-01	-2.684115469455718994e-01	-4.128992259502410889e-01	1.823121160268783569e-01	5.942552089691162109e-01	-4.843004643917083740e-01	8.115730881690979004e-01	5.879927277565002441e-01	-5.900573134422302246e-01	4.990201592445373535e-01	4.366331696510314941e-01	-4.010759294033050537e-01
-2.772993743419647217e-01	5.480328202247619629e-01	3.654651343822479248e-01	7.714713364839553833e-02	-6.009643077850341797e-01	6.353893131017684937e-02	4.286157712340354919e-02	6.827828288078308105e-01	6.525784730911254883e-01	-2.308259308338165283e-01	7.542498111724853516e-01	3.476614356040954590e-01	-5.024625062942504883e-01	9.596218466758728027e-01	2.305682152509689331e-01	-2.381779402494430542e-01
-1.051805615425109863e+00	6.769760847091674805e-01	2.057932503521442413e-02	1.617770045995712280e-01	-1.922804415225982666e-01	3.707449734210968018e-01	-1.026557311415672302e-01	-4.290183186531066895e-01	2.948749959468841553e-01	1.438506841659545898e-01	6.820185184478759766e-01	3.356033936142921448e-02	-3.676200509071350098e-01	2.694680988788604736e-01	7.450412213802337646e-02	1.901933997869491577e-01
6.018133163452148438e-01	2.172014713287353516e-01	6.710104942321777344e-01	2.979321479797363281e-01	-5.302311182022094727e-01	-6.644085049629211426e-01	-3.507842421531677246e-01	9.560412168502807617e-01	6.877207756042480469e-01	-8.158299326896667480e-01	6.566448211669921875e-01	5.068967342376708984e-01	-3.689712285995483398e-01	1.070904254913330078e+00	5.450164675712585449e-01	-8.388396501541137695e-01
-1.679327785968780518e-01	7.459262609481811523e-01	7.783806920051574707e-01	-7.199130952358245850e-02	4.987793564796447754e-01	-4.884096980094909668e-01	-3.156157135963439941e-01	4.977394938468933105e-01	6.486974954605102539e-01	-8.414363265037536621e-01	7.138662338256835938e-01	6.719802320003509521e-02	-2.928121089935302734e-01	8.860859274864196777e-01	3.972813487052917480e-02	-2.446973323822021484e-01
3.797035515308380127e-01	2.735798656940460205e-01	5.905537009239196777e-01	4.902935624122619629e-01	6.646126508712768555e-02	-8.135033249855041504e-01	-4.565069377422332764e-01	6.458503603935241699e-01	3.668088912963867188e-01	-9.438993334770202637e-01	5.536186695098876953e-01	3.932718038558959961e-01	-2.499342858791351318e-01	5.709026455879211426e-01	6.130563020706176758e-01	-8.091718554496765137e-01
1.564226031303405762e+00	-6.529715657234191895e-01	6.687666773796081543e-01	-2.366881817579269409e-01	1.384966075420379639e-01	-9.473749995231628418e-01	-3.044149875640869141e-01	8.873492479324340820e-01	1.454567760229110718e-01	-8.272914290428161621e-01	-3.432253301143646240e-01	1.238546893000602722e-01	2.013137787580490112e-01	2.778744697570800781e-01	-5.482477694749832153e-02	-7.029778957366943359e-01
8.667553663253784180e-01	-1.538486480712890625e-01	7.317373156547546387e-01	3.829439878463745117e-01	-1.303417384624481201e-01	-9.619656801223754883e-01	-3.727893829345703125e-01	7.465818524360656738e-01	3.856326937675476074e-01	-7.918933629989624023e-01	3.436321914196014404e-01	4.198988378047943115e-01	-3.091002106666564941e-01	6.789134740829467773e-01	4.848632812500000000e-01	-9.016132950782775879e-01
1.027873039245605469e+00	-3.961520791053771973e-01	6.741197109222412109e-01	2.983784973621368408e-01	4.161311686038970947e-01	-1.205224514007568359e+00	-6.328617334365844727e-01	2.513322830200195312e-01	-2.509513497352600098e-02	-1.005827784538269043e+00	-4.189580678939819336e-02	2.357485592365264893e-01	1.710396111011505127e-01	1.795863509178161621e-01	3.593288958072662354e-01	-9.215121865272521973e-01
-2.059868127107620239e-01	4.317789971828460693e-01	6.100865006446838379e-01	-2.000519633293151855e-01	1.835871934890747070e+00	-7.841919660568237305e-01	-5.752021670341491699e-01	-1.410707682371139526e-01	-2.082913219928741455e-01	-1.084053874015808105e+00	1.244227066636085510e-01	-4.778439700603485107e-01	3.575547635555267334e-01	1.055126488208770752e-01	-6.540959328413009644e-02	-1.658199876546859741e-01
4.963274002075195312e-01	5.332742333412170410e-01	4.526803493499755859e-01	-5.965851992368698120e-02	1.994597911834716797e-01	-6.029886007308959961e-01	-2.378636896610260010e-01	1.195525288581848145e+00	4.633134603500366211e-01	-1.018236756324768066e+00	1.619083136320114136e-01	2.833164632320404053e-01	-5.991266295313835144e-02	6.022123098373413086e-01	1.970618814229965210e-01	-5.249497294425964355e-01
-2.423236221075057983e-01	4.961916208267211914e-01	6.423259973526000977e-01	1.479385495185852051e-01	8.155393600463867188e-01	-7.264187932014465332e-01	-4.558245241641998291e-01	-1.824801415205001831e-02	2.874075770378112793e-01	-9.068040251731872559e-01	7.088384628295898438e-01	2.803902141749858856e-03	-1.686563640832901001e-01	4.272938072681427002e-01	2.261533588171005249e-01	-3.681509792804718018e-01
